Linux 4.15.0-117-generic (sl1-21) 	Friday 29 January 2021 	_x86_64_	(4 CPU)

12:42:50  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:42:55  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:43:00  IST  all   53.03    0.00    2.60    0.00    0.00    0.10    0.00    0.00    0.00   44.27
12:43:05  IST  all   86.82    0.00    4.26    0.00    0.00    0.10    0.00    0.00    0.00    8.82
12:43:10  IST  all   86.44    0.00    4.25    0.00    0.00    0.15    0.00    0.00    0.00    9.16
12:43:15  IST  all   85.05    0.00    5.25    0.00    0.00    0.60    0.00    0.00    0.00    9.10
12:43:20  IST  all   85.06    0.00    5.37    0.00    0.00    0.10    0.00    0.00    0.00    9.48
12:43:25  IST  all   85.19    0.00    5.50    0.00    0.00    0.15    0.00    0.00    0.00    9.15
12:43:30  IST  all   85.24    0.00    5.91    0.00    0.00    0.10    0.00    0.00    0.00    8.76
12:43:35  IST  all   84.86    0.00    5.75    0.05    0.00    0.15    0.00    0.00    0.00    9.20
12:43:40  IST  all   84.52    0.00    5.69    0.00    0.00    0.05    0.00    0.00    0.00    9.74
12:43:45  IST  all   85.86    0.00    4.95    0.00    0.00    0.15    0.00    0.00    0.00    9.04
12:43:50  IST  all   84.67    0.00    5.59    0.00    0.00    0.85    0.00    0.00    0.00    8.89
12:43:55  IST  all   86.67    0.00    4.36    0.00    0.00    0.20    0.00    0.00    0.00    8.77
12:44:00  IST  all   86.42    0.00    3.96    0.00    0.00    0.15    0.00    0.00    0.00    9.47
12:44:05  IST  all   86.71    0.00    4.16    0.00    0.00    0.05    0.00    0.00    0.00    9.08
12:44:10  IST  all   85.15    0.00    5.00    0.00    0.00    0.10    0.00    0.00    0.00    9.75
12:44:15  IST  all   86.34    0.00    5.15    0.00    0.00    0.60    0.00    0.00    0.00    7.90
12:44:20  IST  all   85.10    0.00    5.70    0.00    0.00    0.15    0.00    0.00    0.00    9.05
12:44:25  IST  all   84.58    0.00    6.06    0.00    0.00    0.15    0.00    0.00    0.00    9.21
12:44:30  IST  all   84.97    0.00    5.84    0.00    0.00    0.05    0.00    0.00    0.00    9.14
12:44:35  IST  all   84.92    0.00    5.34    0.00    0.00    0.25    0.00    0.00    0.00    9.49
12:44:40  IST  all   85.01    0.00    5.29    0.00    0.00    0.15    0.00    0.00    0.00    9.54
12:44:45  IST  all   85.31    0.00    5.09    0.05    0.00    0.10    0.00    0.00    0.00    9.44
12:44:50  IST  all   84.62    0.00    5.69    0.00    0.00    0.80    0.00    0.00    0.00    8.89
12:44:55  IST  all   85.95    0.00    4.52    0.00    0.00    0.20    0.00    0.00    0.00    9.33
12:45:00  IST  all   86.78    0.00    3.66    0.05    0.00    0.20    0.00    0.00    0.00    9.31
12:45:05  IST  all   86.34    0.00    4.55    0.00    0.00    0.05    0.00    0.00    0.00    9.05
12:45:10  IST  all   85.90    0.00    4.45    0.00    0.00    0.20    0.00    0.00    0.00    9.45
12:45:15  IST  all   84.75    0.00    5.45    0.00    0.00    0.60    0.00    0.00    0.00    9.20
12:45:20  IST  all   85.09    0.00    5.11    0.00    0.00    0.15    0.00    0.00    0.00    9.66
12:45:25  IST  all   85.19    0.00    5.56    0.00    0.00    0.05    0.00    0.00    0.00    9.21
12:45:30  IST  all   84.60    0.00    6.05    0.00    0.00    0.15    0.00    0.00    0.00    9.20
12:45:35  IST  all   84.67    0.00    5.69    0.00    0.00    0.25    0.00    0.00    0.00    9.39
12:45:40  IST  all   85.72    0.00    4.94    0.00    0.00    0.20    0.00    0.00    0.00    9.14
12:45:45  IST  all   85.67    0.00    5.24    0.00    0.00    0.25    0.00    0.00    0.00    8.84
12:45:50  IST  all   84.09    0.00    5.84    0.00    0.00    0.70    0.00    0.00    0.00    9.38
12:45:55  IST  all   85.36    0.00    4.86    0.00    0.00    0.45    0.00    0.00    0.00    9.33
12:46:00  IST  all   86.22    0.00    4.16    0.00    0.00    0.15    0.00    0.00    0.00    9.47
12:46:05  IST  all   85.19    0.00    5.41    0.00    0.00    0.40    0.00    0.00    0.00    9.01
12:46:10  IST  all   85.01    0.00    5.69    0.00    0.00    0.15    0.00    0.00    0.00    9.14
12:46:15  IST  all   85.44    0.00    5.36    0.00    0.00    0.30    0.00    0.00    0.00    8.91
12:46:20  IST  all   86.52    0.00    3.86    0.00    0.00    0.10    0.00    0.00    0.00    9.52
12:46:25  IST  all   84.26    0.00    5.55    0.00    0.00    0.50    0.00    0.00    0.00    9.70
12:46:30  IST  all   85.41    0.00    5.00    0.00    0.00    0.15    0.00    0.00    0.00    9.45
12:46:35  IST  all   84.55    0.00    5.80    0.00    0.00    0.20    0.00    0.00    0.00    9.45
12:46:40  IST  all   86.11    0.00    4.25    0.00    0.00    0.15    0.00    0.00    0.00    9.50
12:46:45  IST  all   84.86    0.00    5.10    0.05    0.00    0.45    0.00    0.00    0.00    9.55
12:46:50  IST  all   85.27    0.00    5.64    0.00    0.00    0.15    0.00    0.00    0.00    8.94
12:46:55  IST  all   85.15    0.00    5.75    0.00    0.00    0.10    0.00    0.00    0.00    9.00
12:47:00  IST  all   85.38    0.00    4.76    0.00    0.00    0.30    0.00    0.00    0.00    9.56
12:47:05  IST  all   85.92    0.00    4.51    0.05    0.00    0.35    0.00    0.00    0.00    9.17
12:47:10  IST  all   84.85    0.00    5.58    0.00    0.00    0.35    0.00    0.00    0.00    9.22
12:47:15  IST  all   85.26    0.00    5.70    0.00    0.00    0.25    0.00    0.00    0.00    8.80
12:47:20  IST  all   86.36    0.00    5.30    0.05    0.00    0.35    0.00    0.00    0.00    7.95
12:47:25  IST  all   85.67    0.00    4.66    0.00    0.00    0.05    0.00    0.00    0.00    9.62
12:47:30  IST  all   85.89    0.00    4.95    0.00    0.00    0.55    0.00    0.00    0.00    8.60
12:47:35  IST  all   85.69    0.00    5.34    0.00    0.00    0.10    0.00    0.00    0.00    8.88
12:47:40  IST  all   84.53    0.00    5.71    0.00    0.00    0.20    0.00    0.00    0.00    9.56
12:47:45  IST  all   85.17    0.00    4.86    0.00    0.00    0.35    0.00    0.00    0.00    9.62
12:47:50  IST  all   86.09    0.00    4.25    0.05    0.00    0.10    0.00    0.00    0.00    9.51
12:47:55  IST  all   84.52    0.00    5.59    0.00    0.00    0.45    0.00    0.00    0.00    9.44
12:48:00  IST  all   32.58    0.00    2.10    0.00    0.00    0.10    0.00    0.00    0.00   65.22
12:48:05  IST  all    0.00    0.00    0.10    0.10    0.00    0.00    0.00    0.00    0.00   99.80

Average:     all   81.35    0.00    4.88    0.01    0.00    0.24    0.00    0.00    0.00   13.53
