Linux 4.15.0-117-generic (sl1-21) 	Friday 29 January 2021 	_x86_64_	(4 CPU)

12:18:28  IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:21:48  IST  all   95.20    0.00    4.50    0.00    0.00    0.30    0.00    0.00    0.00    0.00
12:21:53  IST  all   95.00    0.00    4.90    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:21:58  IST  all   95.70    0.00    4.20    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:22:03  IST  all   95.40    0.00    4.55    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:22:08  IST  all   95.65    0.00    4.20    0.00    0.00    0.15    0.00    0.00    0.00    0.00
12:22:13  IST  all   95.70    0.00    4.20    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:22:18  IST  all   95.45    0.00    4.45    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:22:23  IST  all   96.15    0.00    3.85    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:22:28  IST  all   95.80    0.00    3.95    0.00    0.00    0.25    0.00    0.00    0.00    0.00
12:22:33  IST  all   95.60    0.00    4.30    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:22:38  IST  all   95.45    0.00    4.40    0.00    0.00    0.15    0.00    0.00    0.00    0.00
12:22:43  IST  all   95.35    0.00    4.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:22:48  IST  all   95.60    0.00    4.20    0.00    0.00    0.20    0.00    0.00    0.00    0.00
12:22:53  IST  all   95.85    0.00    4.05    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:22:58  IST  all   95.50    0.00    4.45    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:23:03  IST  all   95.20    0.00    4.50    0.00    0.00    0.30    0.00    0.00    0.00    0.00
12:23:08  IST  all   95.50    0.00    4.40    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:23:13  IST  all   95.35    0.00    4.55    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:23:18  IST  all   95.05    0.00    4.85    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:23:23  IST  all   95.45    0.00    4.45    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:23:28  IST  all   95.65    0.00    4.25    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:23:33  IST  all   95.85    0.00    4.05    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:23:38  IST  all   95.25    0.00    4.65    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:23:43  IST  all   95.40    0.00    4.25    0.00    0.00    0.35    0.00    0.00    0.00    0.00
12:23:48  IST  all   95.60    0.00    4.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:23:53  IST  all   95.55    0.00    4.40    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:23:58  IST  all   95.10    0.00    4.85    0.00    0.00    0.05    0.00    0.00    0.00    0.00
12:24:03  IST  all   95.30    0.00    4.60    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:24:08  IST  all   95.85    0.00    4.05    0.00    0.00    0.10    0.00    0.00    0.00    0.00
12:24:13  IST  all   69.15    0.00    2.00    0.00    0.00    0.05    0.00    0.00    0.00   28.80
12:24:18  IST  all    7.70    0.00    0.70    0.00    0.00    0.00    0.00    0.00    0.00   91.60
12:24:23  IST  all    5.75    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   93.75
12:24:28  IST  all   10.69    0.00    1.05    0.05    0.00    0.05    0.00    0.00    0.00   88.16
12:24:33  IST  all    0.80    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:24:38  IST  all    2.30    0.00    0.40    0.00    0.00    0.20    0.00    0.00    0.00   97.10
12:24:43  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
12:24:48  IST  all    0.30    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00   99.65
12:24:53  IST  all    0.00    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00   99.95
12:24:58  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
12:25:03  IST  all    0.15    0.00    0.15    0.00    0.00    0.00    0.00    0.00    0.00   99.70
12:25:08  IST  all    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00    0.00   99.90
12:25:13  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
12:25:18  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:25:23  IST  all    0.00    0.00    0.10    0.05    0.00    0.00    0.00    0.00    0.00   99.85
12:25:28  IST  all    0.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.90
12:25:33  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:25:38  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
12:25:43  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
12:25:48  IST  all    0.05    0.00    0.05    0.05    0.00    0.00    0.00    0.00    0.00   99.85
12:25:53  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
12:25:58  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:26:03  IST  all    0.05    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00   99.35
12:26:08  IST  all    0.00    0.00    0.40    0.00    0.00    0.00    0.00    0.00    0.00   99.60
12:26:13  IST  all    0.05    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.85
12:26:18  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:26:23  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
12:26:28  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
12:26:33  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
12:26:38  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:26:43  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
12:26:48  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:26:53  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
12:26:58  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
12:27:03  IST  all    0.05    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.90
12:27:08  IST  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:27:13  IST  all    0.10    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.85
12:27:18  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95
12:27:23  IST  all    0.00    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00   99.95

Average:     all   55.32    0.00    2.68    0.00    0.00    0.09    0.00    0.00    0.00   41.91
